station_id,station_latitude,station_longitude,"(34.6951242, 135.1978525)","(35.6580681, 139.7515992)","(33.5892157, 130.3928134)","(35.6465721, 139.6532473)","(34.7053617, 135.5100252)","(35.6617773, 139.7040506)","(35.6995657, 139.6364379)","(34.3862445, 132.4550176)","(35.6721142, 139.7708253)","(35.6938401, 139.7035494)","(35.6414629, 139.6981712)","(34.7594526, 135.51686)","(35.7140142, 139.4078431)","(33.5913576, 130.4148783)","(34.7108955, 137.7259397)","(43.0554601, 141.3409556)","(35.6749184, 139.736775)","(35.6706505, 139.7718614)","(34.7569503, 134.8411775)","(35.6940027, 139.7535951)","(34.6812614, 135.5098009)","(35.602201, 139.6976891)","(34.7375965, 135.3415643)","(35.629564, 139.6849922)","(43.7706355, 142.364819)","(35.7756644, 139.8044788)","(34.6762311, 135.4860587)","(33.3192865, 130.5083735)","(38.2690761, 140.8704029)","(35.546631, 139.4386186)","(35.7177841, 139.56626)","(35.7356234, 139.6516577)","(33.8808817, 130.8734191)","(35.7261178, 139.7166049)","(35.6092261, 139.7301861)","(34.7012792, 135.5280905)","(35.7379419, 139.7310979)","(35.662665, 139.6682677)","(43.0908503, 141.3408314)","(33.5902074, 130.3976602)","(33.5808273, 130.3507639)","(43.0364075, 141.4747892)","(44.0206319, 144.2733983)","(34.7202277, 135.265455)","(35.6427447, 139.6413873)","(43.0744699, 141.3008887)","(35.6728535, 139.8174097)","(35.7511648, 139.7092437)","(33.5756863, 130.3699764)","(35.0955842, 138.8634925)","(34.638969, 135.5184958)","(33.5819411, 130.3484363)","(35.6092076, 139.6693609)","(35.712607, 139.7799956)","(33.5573203, 130.195555)","(35.704686, 139.5754071)","(42.9941431, 143.1979595)","(35.7528042, 139.7334805)","(34.6923371, 135.4722289)","(33.5615691, 130.4264283)","(35.6994733, 139.5029916)","(34.4858993, 133.3623127)","(35.7262319, 139.7232404)","(35.6921398, 139.6854735)","(35.7080677, 139.752167)","(34.5732536, 135.4831008)","(35.6021252, 139.6719581)","(33.8810679, 130.881838)","(35.7248234, 139.7159634)","(33.5869938, 130.3948938)","(35.7043442, 139.7914285)","(34.7997673, 135.3600729)","(35.6692904, 139.7070557)","(37.3718999, 138.5589836)","(34.7337339, 135.4063757)","(35.6712704, 139.7969871)","(37.9163674, 139.0363265)","(35.5612568, 139.7160511)","(37.8742227, 138.9719402)","(33.8664649, 130.7649232)","(35.7268018, 139.7581383)","(35.6689735, 139.4776614)","(34.9751398, 138.3832429)","(37.4462652, 138.8512772)","(35.7435748, 139.8471797)","(35.7118769, 139.7966971)","(34.6793301, 135.6010123)","(35.6995366, 139.8265727)","(35.7066569, 139.8684267)","(35.6429619, 139.6700376)","(35.7253002, 139.6961875)","(34.6882414, 135.1872537)","(34.815149, 134.6853528)","(35.6265683, 139.7258581)","(34.3889694, 132.4630947)","(33.5858162, 130.3986935)","(34.6647437, 135.5034436)","(35.6956944, 139.7593864)","(35.6593968, 139.6964402)","(35.7073985, 139.6638354)","(35.7322863, 139.710247)","(35.7081457, 139.666288)","(34.7660929, 135.6280998)","(35.6641222, 139.729426)","(43.0568187, 141.3539573)","(33.2119674, 130.5579082)","(34.6876966, 135.4954131)","(35.6532174, 139.7110363)"
saitama__kuki-kana__coke,36.0,139.635,428.481375407,39.3750268085,886.650113781,39.2495014458,401.466001972,38.042892423,33.3353071311,677.78145862,38.3948563828,34.5301486499,40.1892260516,398.659787191,37.7877066569,884.645533925,224.854756768,796.900030735,37.2233544537,38.5787133552,456.844606882,35.6025012162,402.500474688,44.500154516,414.502931066,41.3495036596,893.685392273,29.2190879105,404.724319515,887.426730551,274.699566161,53.3455337322,31.9232677316,29.3728680992,833.865459048,31.2700389968,44.2037937003,400.105026379,30.3446545702,37.5498072942,800.755786717,886.189850044,890.635236777,797.019264232,974.230153829,421.701713685,39.6437118271,798.349487015,39.8649748263,28.4123143158,889.157689571,122.322979087,403.585805797,890.795575438,43.4716025492,34.4728903021,905.064144472,33.2061746855,834.597580072,28.8337593801,405.218158978,884.784807723,35.413442153,594.993118578,31.4044516211,34.4619627238,34.0769253275,409.473841141,44.2725389604,833.121719561,31.3960978997,886.553762181,35.7187255014,410.493337373,37.2672531922,180.069890912,409.121355996,39.301259181,219.252554251,49.2291858592,216.217549588,843.882790214,32.2889537327,39.3844306023,160.719620369,175.09965382,34.3029781283,35.147501103,394.872841501,37.5622564996,38.7812520211,39.7417371102,30.9766771278,429.661957175,468.352240142,42.2401305974,676.982310613,886.267729831,403.742650575,35.5852315436,38.1974943479,32.5702948971,30.4720765105,32.5061676729,388.917961341,38.2317513373,797.253772953,887.723136511,403.447019648,39.0861471366
saitama__kumagai-kana__kumagaya,36.15,139.38,412.635250358,64.0672723598,869.025816124,61.0634605394,386.217566849,61.5651763499,55.0773792241,659.603782641,63.6878794435,58.4338105901,63.3166027153,383.092218992,48.4412057631,867.034167101,219.203675738,784.907234419,61.7722047564,63.8750750136,440.017655008,60.801865871,387.399995413,67.2121744324,398.697660356,63.9757492496,883.577074524,56.4921097781,389.600564483,870.620772369,269.825776415,67.1566216197,50.8177550737,52.1038311541,815.852694363,55.9877800388,67.8250193906,384.922773605,55.623256824,60.0088383562,788.735970432,868.567015427,872.997724187,785.389430851,968.000852048,405.844751182,61.030456656,786.238627196,66.0438978554,53.2987168225,871.549764742,125.999188003,388.765711695,873.153200877,65.4468020237,60.483841051,887.359356875,52.463584822,827.426816339,54.3999182418,389.964792268,867.261922942,51.2068629702,577.391529552,56.3042567072,57.8017725592,59.4349314921,394.970627741,66.2614335853,815.115407523,56.0773019307,868.937063544,61.8369786419,394.354946356,60.9632066432,154.143961677,393.473808263,65.1021363433,198.398430929,72.0327409349,194.765645917,825.820884741,58.0447416727,54.0965276176,158.608426829,151.392180597,61.7279443412,61.4593702274,379.997810947,64.2069292757,66.0510404229,62.0545711558,55.0877570825,413.834326946,450.981471859,65.9412812463,658.802876946,868.657331576,388.729097279,60.9376997567,61.4756970996,55.3886066646,55.1010879751,55.417895285,373.557391786,62.4610252966,785.293690663,871.251590988,388.27422234,62.7013364276
saitama__mikamine-kana__mitsumine,35.9266666667,138.923333333,365.281599932,80.5875595422,822.594662044,72.9402837086,338.651104678,76.4497914225,69.1982074476,613.490852404,81.646477881,75.0981089882,76.8677512877,335.627709342,49.7368884636,820.595421382,173.344103735,818.238520067,78.653639418,81.7912748125,393.093914864,79.3544279151,339.78983858,78.7377062374,351.323616256,76.3488197996,919.151629019,81.3402913058,341.998038948,823.758333315,312.292363331,62.8558288386,62.5505373966,69.1375896585,769.650347823,75.0549059309,81.0175880821,337.33577068,75.929201995,73.434574262,822.025078079,822.134983027,826.574499554,819.197071899,1007.67888813,358.492612507,72.1575057539,819.410394796,85.5823021319,73.6259824061,825.109400103,92.3682276748,341.078693265,826.732796415,76.1028929542,80.9764947553,840.976334707,63.8697438586,866.307250341,75.6926258933,342.401300483,820.772869512,58.1365800677,530.912918883,75.6239681894,73.6334308285,78.7314872241,347.207977483,76.6796746861,768.90896962,75.0428383447,822.501531272,82.2389867011,347.107853843,76.382005674,163.654358848,346.041124977,83.901210083,221.038784581,82.3728513736,216.175007304,779.650213866,78.6252528467,57.6911823321,116.400938287,168.755485903,85.9066463713,82.4443011065,332.322043213,85.4322978637,88.8295225147,74.4861265581,73.3229094648,366.474244453,404.343489499,79.8367954602,612.690992388,822.218158355,341.094576666,79.7883028961,75.9189091112,71.2052713378,74.3022652005,71.3851194645,326.0207381,78.4743558758,818.667749881,824.234896082,340.685694905,77.403967547
saitama__saitama-kana__saitama,35.875,139.586666667,420.116358523,28.3159256777,878.958035479,26.0505322639,392.840091111,25.9301750281,19.9786133675,670.476543316,28.0005786488,22.7090119808,27.8050987024,390.193935386,24.0908508041,876.946875897,212.89499655,811.320329496,26.0203333072,28.1869546995,448.95318391,25.1210811463,393.801676863,31.8908578916,406.134505194,28.6474939848,908.202496649,22.557936335,396.0338131,879.293983336,289.17027855,38.818796668,17.5411895398,16.5426599582,826.406064544,20.2690489867,32.2199228416,391.44886821,20.0418295657,24.6880704879,815.174293137,878.497091452,882.949359482,811.463887939,988.71409139,413.350255864,26.2406548017,812.76129442,30.6327448128,17.6498017231,881.455887254,108.556575336,394.751654838,883.112340577,30.4246629365,25.1015668075,897.411618163,18.9246028286,849.117916106,18.970380637,396.58969355,877.037442869,20.8931113646,587.409195497,20.61224958,22.1687453262,23.809750811,400.483287677,31.2442110514,825.658908179,20.3529706347,878.857516866,26.4800845099,402.298281317,25.2875013272,189.847283731,400.681230983,29.5404381931,231.790714264,36.7268549043,228.531934428,836.44813476,22.5967261981,24.894043009,148.022167292,186.34735611,27.6951646333,26.2310578249,386.076403648,29.1449060064,31.5860754462,26.8270201163,19.3363568656,421.286290405,460.741541711,30.3034371119,669.678785428,878.568088138,395.000478041,25.2910539773,25.8999609641,19.8616832083,19.378120286,19.8633335453,380.363952721,26.7227310313,811.676396076,879.416559068,394.781854841,27.0561836233
saitama__tokiwa-kana__tokigawa,35.99,139.206666667,391.679188384,61.4913485871,849.102139237,55.5042844579,364.968977666,57.8468733879,50.4568454725,639.993836554,61.9877392859,55.6320608008,58.8942939802,361.990073251,35.6085874798,847.102771611,195.582651273,805.546882364,59.2988608926,62.157566729,419.575992274,59.3303914807,366.08524366,61.8185844561,377.716095942,58.8921166258,904.964333561,58.987007687,368.297230699,850.238873132,292.955659793,53.4786654271,44.3549007838,49.111860948,796.156964514,54.5784575145,63.4371514939,363.643606119,55.0061552987,55.3072292663,809.362236484,848.642446457,853.082095593,806.188327443,990.586631765,384.891265042,55.0271152071,806.824849499,65.4485026555,52.5579438537,851.616712207,104.00067233,367.328332293,853.240434242,59.4502088973,60.245590986,867.48438223,45.9543286308,849.786259473,54.370650824,368.720147422,847.27908118,41.9019216655,557.420398663,55.0784430603,54.4376191366,58.3683472037,373.401643278,60.1763683549,795.415675264,54.6071308311,849.008934472,61.6046655429,373.536191062,57.537201105,163.913770815,372.414223601,63.9976820835,214.319609875,66.2140233492,210.147069526,806.156076814,57.7408734006,43.2243669163,135.136062044,164.69419106,63.9841837852,61.5881148044,358.58015437,64.6136498451,67.5433035508,56.8881817429,53.081660017,392.869740303,430.847438625,61.8711500287,639.193927932,848.725497745,367.376303091,59.6634413361,57.4829097787,51.8535089972,53.7258360288,51.980062486,352.354164292,59.4867982365,805.94778548,850.693825871,366.992327378,58.9381024793
saitama__tokorozawa-kana__tokorozawa,35.7733333333,139.413333333,401.895866486,33.1727770483,861.041535357,25.8680668355,374.487794462,29.0718289608,21.779125539,652.823884217,34.2394634593,27.6965962439,29.6396850285,371.928713805,6.60041957964,859.02667726,193.596571886,825.286562751,31.2347862033,34.3817882921,430.995252872,32.0157971591,375.410778296,31.9849850258,387.91701923,29.3072517915,923.07439691,35.3681686929,377.646481615,861.126208585,305.807361245,25.2572259919,15.1435873471,21.9569490398,808.634971303,27.9259906249,33.9713714377,373.081102372,29.0059764976,26.1319491289,829.127339179,860.580232124,865.036156084,825.610130161,1005.15544937,395.139612589,25.2161381423,826.668301465,38.2219756367,26.8730175694,863.533418748,90.2606139266,376.290963844,865.200684456,29.4728521493,33.8440258634,879.516860858,16.5216198438,865.196923693,29.0411977509,378.234740971,859.088602168,11.53010293,569.599185908,28.5133801449,26.2161377464,31.4940027079,381.943249772,30.1477222668,807.885804771,27.896571893,860.938565601,35.0485743919,384.18000196,28.9748766642,193.170322203,382.426194006,36.5129420518,240.18743475,36.1233740348,236.446243983,818.691111203,31.6111314147,12.9596763725,128.856061152,192.334049741,39.3747790695,35.3414973486,367.637741597,38.2689563752,41.8265788076,27.3658773767,26.1328466542,403.059519916,442.950463268,32.637343409,652.027150225,860.647159315,376.586688945,32.469220743,28.5664919689,23.8116554637,27.2375762634,23.9976605658,362.054657496,31.0619314401,825.65904031,861.154806645,376.408203686,30.0552178949
saitama__urayama-kana__ulayama,35.92,139.07,377.428181876,68.1283992108,835.136894374,60.8355699412,350.639773601,64.0805435313,56.7368820904,626.151033823,69.0639913678,62.5189119437,64.6585100844,347.701540279,38.1382559573,833.135053005,181.472282842,815.85592055,66.122456409,69.2151990862,405.47905556,66.6796838016,351.738372272,66.8250334894,363.459690927,64.2697590978,915.934601747,68.255506304,353.953082656,836.126216254,305.895717701,53.1810900056,50.1461556804,56.3991390495,782.271986074,62.2643775631,68.943401541,349.306416438,63.0583916155,61.1578740113,819.658896202,834.676926784,839.119340298,816.637540494,1002.76312148,370.641970924,60.1257771398,817.086949426,72.9147332267,60.7179505102,837.648221125,93.3676480297,352.949987647,839.278626424,64.2403949517,68.1653031918,853.534529377,51.5473606901,861.725845299,62.7499429446,354.391518373,833.29428431,46.1535714904,543.460968666,62.82303181,61.1044237735,65.9829496175,358.990879556,64.8646093927,781.529361194,62.2602348773,835.042210356,69.4524175763,359.328699635,63.954271852,167.472812007,358.13620403,71.2759941262,221.569464129,70.7079486491,217.047325881,792.281178747,65.7741345147,46.1929609232,121.970428347,170.496602369,72.8990793322,69.6150178435,344.207735656,72.6222986167,75.9416264824,62.3535045058,60.568918466,378.616096205,416.850713752,67.6524867712,625.351557405,834.757553512,353.019396167,67.0945173111,63.5863253781,58.6233479079,61.4882644643,58.7929056164,338.038979537,66.027306845,816.269415645,836.527724562,352.653992368,65.0752882713
saitama__yorii-kaoru__yori,36.105,139.183333333,394.350300119,71.359735483,850.633204934,66.2424276702,367.997040103,68.0387305145,60.8016153143,641.210101603,71.5594699142,65.4742925532,69.3321590329,364.838783968,47.8827476728,848.641714791,203.581785553,793.55765418,69.0953846571,71.7382042742,421.660001528,68.775048101,369.195836464,72.6019047774,380.418602724,69.5381029057,893.330322999,66.9071796029,371.393229665,852.249986237,283.045410682,66.1093892601,55.1420614833,58.875875485,797.458517842,63.9069378032,73.9313540952,366.709909766,64.0530001791,65.7736518323,797.367189383,850.174422733,854.604951174,794.267640093,979.844805884,387.559884321,65.8921318021,794.813421594,74.6777311404,61.5948917254,853.157336027,115.685454752,370.594592569,854.760374896,70.3811365037,69.2560633211,868.965902168,56.7943805988,838.837296307,63.182519953,371.742886564,848.870677154,53.4543899398,559.001357017,64.3509307485,64.4481460279,67.6490009416,376.8383613,71.1435379312,796.721211099,63.9582654548,850.544540707,70.6372208833,376.048016609,67.6265716492,151.245595842,375.21048606,73.3891573278,201.446917265,77.1790597034,197.243484008,807.426926936,66.7280081757,55.1986221655,144.840018919,151.767629149,72.0946827153,70.4851555497,361.822248229,73.4567719339,76.0142706365,67.5280569255,62.5919126244,395.55084136,432.600082177,72.2417356007,640.40920542,850.264884492,370.53470775,69.0432518058,67.7586343777,61.8681225605,63.023259499,61.9644549571,355.32755741,69.4578299832,793.964588613,852.896626151,370.061645701,69.1631568752
shiga__arakawa-kana__arakawa____2005-12-06,35.3733333333,135.926666667,100.418852614,348.378927733,545.405656117,339.404386686,83.2876728133,344.11467125,338.353751786,335.719390729,350.229204006,344.350525008,343.424218684,77.688761614,317.911449886,543.425923684,179.863118637,972.104786962,347.179134129,350.31057466,120.331083449,348.865934106,85.6867278632,343.113948334,88.4502169881,342.146235058,1083.25957773,354.305133286,87.1656715334,548.017742601,545.585472653,319.357435453,332.217000804,340.100031992,491.998010632,345.846278877,346.0973159,82.9555475035,347.276866815,340.891008876,975.489792049,544.948308418,549.364695811,975.877208069,1196.22235347,94.2820669079,338.303177884,972.277560555,354.4410868,345.456239456,547.942154552,269.090290612,89.5859569305,549.516128587,340.595042405,351.422206168,563.667731228,332.904002412,1052.88072336,347.655459843,86.1826060209,543.732919488,326.324880188,254.128529463,346.4451576,342.704368605,348.869565086,97.5660041496,340.785442311,491.263926519,345.775023059,545.323333902,352.374009778,81.9677735887,344.448540708,323.981095356,85.369588308,352.584183936,396.138173442,344.557764463,388.820690655,501.942747851,349.594637227,323.742778147,228.092152318,348.85561273,357.788839532,352.920701006,82.529846485,355.499088615,359.339163183,340.89344344,343.99868776,101.633541636,129.018545996,345.819770034,334.917999436,545.04908439,87.5883823373,349.403842477,343.407990035,340.900739664,345.338760801,341.129241965,72.6642222906,346.425248755,972.772644283,549.247956722,85.6422825292,344.676817856
shiga__frostbara-kana__shimogahara____2009-11-20,35.1983333333,136.338333333,118.193362979,314.11041393,575.013425635,305.113089546,93.3550985862,309.912350071,304.528649689,366.606685783,316.061634099,310.417687932,309.057345914,89.4263736304,284.445883178,573.005540944,137.794278727,973.18268286,313.060852926,316.130224763,145.212823382,314.892687257,94.9711833556,308.424585974,104.396815423,307.690027545,1083.0510031,320.968916254,97.0425829585,575.875050022,529.016640151,284.356168147,298.618637589,306.573470407,522.430695088,312.175458492,311.44504636,92.2942290702,313.693033699,306.723851199,976.651362681,574.552807769,579.001836844,976.497671424,1191.93869367,111.422951128,303.988479744,973.524246405,320.244835942,312.006806794,577.516298755,230.380206101,97.2782300006,579.163575135,305.980966556,317.58141417,593.450263379,299.180495042,1048.52195901,314.196000041,97.0082454774,573.124907231,292.625476745,283.424921463,312.76916835,308.772533415,315.014775196,104.502902652,306.111386383,521.68276668,312.093784289,574.91499432,318.455238267,99.65104164,310.306617559,312.981406229,99.5013564961,318.390151468,386.369632792,309.528148131,379.160906892,532.479142268,315.891591396,289.792553513,188.112116953,336.332404594,324.145196775,319.05969888,88.613325138,321.512417153,325.377006905,306.559393173,310.339925756,119.411396671,156.757054177,311.311302041,365.810426758,574.627301588,96.5532006844,315.439894342,309.191606333,307.118302006,311.726494878,307.350993486,80.6531184311,312.223122512,973.813548421,576.379609604,95.5948165547,310.39806035
shiga__higashi-minakawa-katakana__higashi-omi,35.0616666667,136.19,99.4022738702,330.375003323,557.860505433,321.385696779,73.6645251632,326.219453959,321.033621197,350.186298804,332.373143827,326.857517591,325.282568786,70.0594411803,301.167439494,555.843959478,145.697775718,992.63329719,329.403382219,332.435162262,127.817313711,331.303242528,75.1574697438,324.482402426,85.4747977484,323.872139524,1102.67983305,337.66964178,77.2723742947,558.137829814,549.193089522,300.302885831,315.24483295,323.215730533,505.625999924,328.737859084,327.515945179,72.5263052045,330.293404055,323.055619556,996.090818299,557.399039727,561.856669381,996.010454016,1211.98421869,92.611818636,320.251689525,992.951525008,336.533260903,328.673454329,560.349601271,243.846272164,77.2678658736,562.021997333,322.084226833,334.051065433,576.347803623,315.746172844,1068.56602892,330.853470373,77.362460643,555.896686048,309.217800872,266.59637198,329.327869863,325.21639083,331.482929208,84.3713948643,322.182543485,504.873401562,328.651403894,557.756375484,334.885147116,81.2019942772,326.64321628,333.272625067,80.3339958301,334.683502156,406.639889972,325.398301127,399.426272835,515.705827218,332.430938374,306.270899063,200.398264635,356.646347813,340.696270511,335.51653226,68.5501069571,337.902799516,341.77177708,322.806958167,326.911918203,100.602714267,140.151998649,327.458249003,349.393671842,557.464077348,76.6816828161,331.853878528,325.493181625,323.638155098,328.317563044,323.872354974,60.9251756482,328.525347515,993.269315277,558.423808114,75.8547188875,326.665402558
shiga__hikone-kana__hiconne,35.275,136.243333333,115.110334871,321.24047006,569.220210499,312.246410983,92.0649777854,317.01203643,311.468506755,360.264740727,323.151107897,317.406228511,316.224923392,87.5642479971,291.221784638,567.221440824,149.120960938,969.155110951,320.127868867,323.225041524,140.286418763,321.901031579,93.9418645643,315.726855501,101.636845762,314.893980131,1079.3935421,327.721008992,95.8869340151,570.682835746,530.004060293,291.7736466,305.460818189,313.392459781,516.331161303,319.05760326,318.73370902,91.1893406917,320.540700156,313.806696223,972.601704425,568.760577478,573.199712431,972.595276457,1189.43406978,108.430395228,311.130753981,969.450894715,327.348966879,318.798416498,571.735575966,239.470643567,96.7557495795,573.357921064,313.249931729,324.537092618,587.602058981,306.074475724,1046.01797863,320.993304059,95.5793055341,567.405890637,299.504306958,277.538701482,319.653858848,315.759481837,321.974425965,104.335584335,313.405663977,515.58780096,318.980136653,569.127341062,325.443580447,96.3070658863,317.381520149,312.028893236,97.1734133155,325.492144526,385.15055112,316.97502906,377.900874321,526.346936682,322.789589905,296.772586779,197.86313565,335.882101283,331.024601254,326.024694232,88.3577723233,328.530774861,332.387804188,313.711551403,317.215794886,116.342884803,151.022578053,318.539567751,359.466089423,568.844221287,95.6495575725,322.444781998,316.296631584,314.042536085,318.584352242,314.273677854,79.6258942023,319.324322941,969.796150197,571.432679141,94.3869214885,317.529851966
shiga__ibukiyama-kana__ibukiyama____2001-03-31,35.4183333333,136.413333333,136.864313634,303.886640561,588.825893996,294.912644005,114.218707206,299.621989937,293.864016698,379.429002198,305.736353351,299.859162023,298.933469098,109.662713723,273.430981669,586.836526961,143.159679225,948.176582461,302.686293183,305.817746179,161.048931788,304.374190203,116.109273858,298.633183413,123.522114639,297.657501847,1058.19385321,309.836798261,118.047252019,590.827035302,507.944054106,274.899766663,287.733222191,295.620028109,535.652545836,301.361411118,301.614635608,113.354496194,302.79536759,296.398218056,951.637321924,588.3673576,592.795530947,951.538636334,1167.695142,130.230013873,293.811811273,948.501677764,309.948269467,300.980491125,591.35242466,225.819682403,118.928273718,592.950288274,296.111476412,306.932961488,607.148668541,288.416331474,1024.27689999,303.179533051,117.719088375,587.082835884,281.837291394,297.246204673,301.960173945,298.212949893,304.379851556,126.496520826,296.304300996,534.914179906,301.289800072,588.738394441,307.883241023,118.02305466,299.955681266,289.888113425,119.174080157,308.091374198,363.049104766,300.096532136,355.805356251,545.630515768,305.109058115,279.250451383,186.01031669,313.709947148,313.306144441,308.431097111,110.516856928,311.007407768,314.847985287,296.402259502,299.514047472,138.098990109,171.141579205,301.332165404,378.6285222,588.459752277,117.82073035,304.912241612,298.91540265,296.41216738,300.855936078,296.640791809,101.797861407,301.932533717,948.811171694,591.775460226,116.544817232,300.184740703
shiga__imazu-kana__imazu,35.4116666667,136.028333333,109.814769082,338.747827687,555.535241878,329.77989371,91.5180837264,334.476874177,328.672056216,345.820210994,340.584586583,334.679314825,333.807817168,86.0881696835,308.197026951,553.556440561,173.272124626,964.133257604,337.529553304,340.667531754,130.369249349,339.19784529,93.831175025,333.540811349,97.5484520962,332.542081865,1075.11010386,344.56175755,95.4192293932,558.181710641,535.673726995,309.839528301,322.511396708,330.383058548,502.101711862,336.14353154,336.517841111,91.0699024459,337.563604534,331.250100769,967.531276136,555.078013098,559.493213148,967.837803257,1187.53037635,103.568161946,328.682168402,964.331511322,344.798450425,335.728554573,558.072634402,260.378046676,97.5363234108,559.6443235,331.012697829,341.737231608,573.791011758,323.212595033,1044.16814786,337.928062723,94.5643273259,553.868782998,316.633488286,264.286239855,336.7427769,333.033696048,339.187226817,105.495531885,331.21120195,501.368231713,336.073507348,555.453406992,342.697992622,91.2156916155,334.803007199,314.396772835,94.2049869498,342.941980709,386.700931777,335.032155354,379.390061592,512.04152287,339.894189712,314.082468646,219.862309119,339.163470404,348.078538404,343.237565397,90.1164649677,345.830108905,349.665798112,331.273838684,334.295265057,111.036905653,139.168789788,336.221018814,345.018721993,555.179570735,95.7093728545,339.734416528,333.772262993,331.212961056,335.629480676,331.440878033,80.3841941917,336.786492245,964.795633893,559.416261148,93.8873913195,335.048522985
shiga__kimikeba-terracea-kana__kimigahataidai____1979-10-14,35.1983333333,136.34,118.327574409,313.961096835,575.159042544,304.96377573,93.4785165117,309.763124687,304.379905906,366.754510158,315.912429369,310.268787159,308.907931212,89.5540612794,284.297698416,573.151122791,137.654277602,973.118962652,312.91171697,315.981004675,145.356102182,314.743720753,95.0925719393,308.274813085,104.529554067,307.540515204,1082.98280951,320.820744356,97.1647897712,576.01807668,528.902848352,284.206138591,298.470210304,306.425103917,522.577521035,312.02688177,311.295304827,92.4163516939,313.544563587,306.574678632,976.587905131,574.698421063,579.147486561,976.432450898,1191.85747118,111.556840281,303.839142422,973.461076889,320.095583861,311.858519948,577.661863907,230.228530049,97.3955614189,579.30923881,305.831283195,317.432602036,593.596086212,299.031902541,1048.44081886,314.047691072,97.1324518367,573.270226031,292.476943499,283.57129789,312.620582704,308.623639911,314.865954773,104.616929779,305.961636995,521.829576519,311.945194495,575.060589053,318.306326325,99.7874126221,310.157462717,312.886025764,99.6315818616,318.240907909,386.276431831,309.378017468,379.0681486,532.626079479,315.742959309,289.643711773,187.961462405,336.232059391,323.996610457,318.91085635,88.7291166476,321.363411678,325.228018525,306.410024637,310.191371692,119.54548468,156.903487351,311.161719521,365.958260093,574.772878209,96.6735414369,315.290937328,309.042366756,306.969602203,311.577995525,307.202298101,80.7755284057,312.073889583,973.749705473,576.521475104,95.7174954407,310.248743432
shiga__kiriki-taira-kana__kutskhella,35.3083333333,135.83,89.2075611711,357.96288123,534.713740691,348.978465205,72.992307367,353.711847761,348.033273991,325.154733639,359.837454183,354.009172005,352.982643988,67.2642891777,327.657307923,532.72993084,185.310786497,982.532418512,356.797193001,359.915918855,109.011380372,358.517776909,75.4596699635,352.594804591,77.4348329395,351.682855967,1093.80942194,364.098177353,76.8348424988,537.117809253,556.947930176,328.747836014,341.94275259,349.845498314,481.411961741,355.563578784,355.588716034,72.7674781208,357.013741591,350.494640279,985.908080125,534.25588078,538.677360138,986.352697713,1207.12388065,83.1378472446,347.871209117,982.687048359,364.044759169,355.220951126,537.246186322,277.235333207,79.5209913103,538.830198227,350.092950757,361.104931922,553.002351543,342.602936217,1063.79622003,357.419161445,75.7421572769,533.012356123,336.02537319,243.297740637,356.16163663,352.362393853,358.547917971,87.4903359804,350.268857607,480.675679128,355.490017037,534.629259277,362.039815801,70.8603787803,354.059801228,335.313368799,74.5543221796,362.187476143,407.423895117,353.954404965,400.104247448,491.37418106,359.306797129,333.386280933,235.589193344,360.210818823,367.51792817,362.59966829,72.846011604,365.15113795,368.998553908,350.458288764,353.717663545,90.4176041402,117.880184992,355.345766884,324.353785706,534.353177049,77.375150757,359.058046132,353.001553042,350.591032117,355.068508073,350.820577214,62.9145161308,356.023637325,983.204150691,538.275378727,75.3245599125,354.256531735
shiga__mihara-kana__mybala,35.3833333333,136.343333333,129.434175519,310.633571557,581.567389795,301.653277604,106.94713857,306.376598905,300.667145876,372.236013406,312.497764462,306.650137349,305.664949654,102.337035767,280.27288891,579.576471122,146.549466826,954.398842178,309.45339907,312.577440659,153.624880381,311.161273896,108.866074469,305.318023647,116.114632649,304.375853891,1064.54682508,316.705923449,110.786707652,583.488027969,515.315265736,281.527026883,294.563403102,302.461746936,528.439667879,308.186765301,308.306052459,106.105560302,309.632115437,303.15653348,957.851483278,581.10866735,585.538698906,957.806181089,1174.40452394,122.806599557,300.548773726,954.707133718,316.707127505,307.833364108,584.092183471,231.592612664,111.74758797,585.694015564,302.806432009,313.738207838,599.900114057,295.23078438,1030.98767423,310.031815843,110.428151322,579.81294406,288.65256487,289.95976987,308.785055138,305.003518813,311.182493811,119.358554735,302.990514617,527.700432483,308.113809593,581.479026348,314.678602899,110.590296314,306.718663278,296.997221498,111.798890311,314.849939032,370.095317295,306.730356657,362.84356357,538.424377635,311.931453275,286.031876294,191.247569212,320.907438854,320.13842852,315.234172441,103.385273312,317.794776841,321.639741852,303.137448146,306.340362519,130.669013789,163.783988731,308.044362374,371.43579492,581.199660232,110.591045259,311.700726736,305.66783405,303.221669281,307.688533298,303.450909031,94.5750230143,308.687955934,955.037146687,584.410285037,109.279913007,306.928984958
