station_id,station_latitude,station_longitude,"(35.6436746642265, 139.668220854814)","(34.8299255519268, 134.67307503026)","(35.6686002312873, 139.763042710922)","(33.576378885814, 130.339313030944)","(35.7049600607628, 139.828642317999)","(34.3921061951814, 132.461913549062)","(35.7504730896129, 139.668412382952)","(34.8446959955273, 135.200009648607)","(34.6695141138059, 135.501425073088)","(35.6592135750057, 139.699736413293)","(34.9761959856874, 138.395167116889)","(34.7833546642214, 135.626893879107)","(35.1435065774705, 138.824720764706)","(35.7113526946999, 139.782683762559)","(35.6707278552571, 139.824575523243)","(33.5898057431799, 130.400170103423)","(35.6913840261435, 139.701256018243)","(34.6921090191178, 135.19169838649)","(34.721643852576, 137.738944248312)","(34.7008890686831, 135.523532507624)","(34.5429737840978, 135.483425913341)","(34.7628842428802, 135.351271325934)","(34.6642578923122, 135.097043633343)","(35.7704936763352, 139.725523823653)","(35.7045268734617, 139.746450221751)","(35.7033806289694, 139.660343438851)","(35.5127621813484, 139.495732838814)","(43.0550467342327, 141.353236099251)","(33.5938114369172, 130.407306147911)","(38.2609292213358, 140.879943773246)","(34.6864822282026, 135.504173905849)","(35.6957799197548, 139.768452660487)","(37.9141796404018, 139.060023533565)","(35.7300682724374, 139.711742036854)","(43.0626508559011, 141.35141885084)","(34.4896774918856, 133.362129875602)","(35.6661365113171, 139.733978129589)","(35.6825041877889, 139.773619351768)","(43.1298785546459, 143.714585146618)","(35.5496703891492, 139.448494440035)","(34.7491925683586, 135.410836568174)","(34.6463123135796, 135.513197204085)","(33.5568813625172, 130.415134494467)","(43.7680334140293, 142.359663830444)","(35.6641613578352, 139.540968681458)","(34.6633947065657, 134.967793581374)","(38.2637658039492, 140.870328746743)","(33.586969256765, 130.392800598517)","(34.7015189521487, 135.498858596496)","(35.6371829456301, 139.737998019487)","(34.405829139868, 132.453737641663)","(35.6467447985159, 139.707924045163)","(43.0981588902961, 141.351928620239)","(37.9224038247084, 139.04490438335)","(34.8483344010984, 135.617700846468)","(43.0393556174936, 141.42905073338)","(33.3116451885167, 130.518556071422)","(35.6772067238161, 139.373869598931)","(35.68858932521, 139.731970982304)","(35.6284593898344, 139.778927275065)","(35.7554126329199, 139.808819886617)","(34.4438143992744, 135.359104867502)","(33.5893363895301, 130.418461937543)","(33.8815002311681, 130.887364287386)","(35.6482309999929, 139.369090338226)","(43.0171684632422, 141.364464259678)","(35.7124105538004, 139.706563865451)","(33.5797340853351, 130.401762444701)","(33.8618400940539, 130.751425402895)","(35.7034722044097, 139.470149586499)","(34.7528255827152, 134.84764167701)","(37.9098086109062, 139.062169682261)","(35.7316384246169, 139.558725129422)","(34.6649455287861, 135.530684753628)","(34.7526220020618, 135.495215366821)","(35.7329919391343, 139.733984177229)","(35.7712603764982, 139.691129568101)","(34.8128200803455, 135.567196195081)","(35.6065644629997, 139.722434229872)","(38.2211741466384, 140.864111861762)","(34.6188256463165, 135.511015877611)","(37.4475520983702, 138.841401954853)","(34.8285115727567, 138.194795335294)","(35.7487613697795, 139.333801249646)","(41.7867642774289, 140.743511351584)","(34.6961072081487, 135.484354119315)","(35.6754199339039, 139.658380363957)","(35.6631812401236, 139.671710927319)","(34.6541547389256, 135.59431702676)","(42.9426007881073, 141.381244720474)","(35.700459562678, 139.701280416651)","(37.9218089873865, 139.111617459975)","(43.7748457584393, 142.37740311615)","(35.6674650422837, 139.712665228437)","(34.6575376688925, 135.465790031662)","(38.586508041042, 140.941775545589)","(35.0169242595713, 138.483531738964)","(34.7013913398396, 135.553402986219)","(38.3305179893434, 141.021907735053)","(43.0710451863794, 141.309260567281)","(35.6273684971615, 139.684337716716)","(34.7168187850391, 135.252629859974)","(35.6373649334246, 139.593794420619)","(38.3282072863035, 140.873967041258)","(35.6500406201583, 139.633061874363)","(35.6572000631066, 139.437613780568)","(33.5690428275857, 130.610252475554)","(35.6066348830337, 139.668428354733)","(37.8968937017632, 139.038831703075)","(35.7019030598891, 139.52388554909)","(37.8697297318579, 138.971622613575)","(34.89895181957, 138.344235678092)","(35.6245326769377, 139.421325138687)","(38.2680706340227, 140.883916167353)","(35.7563293056277, 139.554190917653)","(37.1397777679231, 138.251520899663)","(35.6194544011121, 139.704180393047)","(35.6198993105808, 139.633401431252)","(34.9345598371853, 139.096332944694)","(34.3874999304076, 132.661308799626)","(34.8192452150664, 135.455217027399)","(35.2286300184325, 138.616270553172)","(37.838267244892, 139.104301421225)","(33.459353333184, 130.501845827137)","(34.5343100355169, 135.574890561587)","(37.5704782355036, 138.873286079977)","(33.6253345645257, 130.431896363042)","(43.4737679144369, 142.121081840925)","(37.9496613371687, 139.320881857858)"
shizuoka__koshikihei-kana__koshikidaira____2016-09-28,35.01,137.98,168.829836524,302.822403924,177.799960722,720.996065478,184.863959836,510.118212377,174.023568416,254.657124865,229.82351647,172.139618559,38.0880772801,216.539876228,78.451538403,181.373368729,183.006238802,715.153501345,173.759686166,257.417475764,38.8479182064,227.236194506,234.317924294,241.85430711,266.46514038,179.629935628,178.081591834,171.003575225,148.776688534,939.451051408,714.399451968,444.251121842,229.250470426,179.480876915,336.488172305,176.485239832,940.200299836,426.717228753,175.283149833,179.300535975,1028.38918237,146.399205603,236.645768155,229.231662396,714.756160778,1042.56927441,159.390207644,278.182890771,444.00324328,715.895377955,229.455535968,174.33483218,510.616985302,172.255006553,943.940843219,336.974920164,216.574348776,939.860059328,713.142118501,146.745462794,176.147292739,177.384640621,185.606601297,248.121306259,713.525637691,663.565848872,144.790971097,935.780544725,175.200930403,715.297623033,676.313087987,155.764747914,287.764755754,336.079788991,164.290974994,227.275179202,228.939730138,178.432807211,176.917489296,221.574411218,171.728059075,439.884209071,230.020594647,281.342655617,28.1180173879,147.815667926,789.909505885,230.864245025,169.493790297,170.012670816,221.764532103,928.426280547,174.194219333,338.653244873,1043.81807587,173.583240312,233.274327927,476.793067026,45.9653319012,224.527289202,457.891168734,939.96134582,169.438018629,251.493343338,162.405950696,449.962325055,166.224023387,150.721063915,696.920337884,167.209939564,334.109909255,159.946985213,329.549381231,35.4765527549,147.736700367,445.094875721,165.267597446,237.582962902,170.747258222,164.876866039,102.284779595,492.113143565,231.684087546,62.8669209236,329.633761119,709.9103136,226.3943461,295.231901783,711.304886236,1005.00350248,347.623682256
shizuoka__mariyo-kana__asilo,35.045,139.0,90.0083271296,395.985463495,97.961707749,813.378776962,105.028457008,603.137655509,99.0619425339,347.816030602,322.615057473,93.2146417938,55.7320756875,309.59433194,19.3616848689,102.584024801,102.157055452,807.53679619,95.9382768696,350.379605924,120.733885048,320.117414919,326.588857638,334.920814129,359.389337955,104.028002408,99.7748129072,94.5317623048,68.7548902599,912.172631845,806.786962959,394.455656912,322.095548865,100.4473793,318.432494443,99.7925281502,912.95863061,519.714863909,95.9137885862,99.7283753177,985.466374852,69.2755257039,329.676727363,321.935465633,807.076600429,1010.52056863,84.4779015406,371.140312778,394.374147787,808.276535428,322.347517524,93.9015892536,603.651164244,92.7264432914,916.802412107,319.325267677,309.718442914,911.962591311,804.920210447,77.938429298,97.588295496,95.9420914801,107.752893701,339.984478031,805.901405663,756.255731801,74.8652688438,908.301702658,98.0043133848,807.663067184,769.010739285,84.6305661726,380.88028901,317.950715031,91.5440996283,320.037398231,321.959599874,101.356964742,102.144488705,314.685201226,90.5342596346,389.879826448,322.618100261,266.976588116,77.3832615858,83.7624279833,763.649835076,323.745824909,92.046303911,91.8228471655,314.453718814,900.588788354,96.6923961069,319.390468202,1011.67710479,94.6837863101,326.041872085,429.480034239,47.2324355101,317.398811261,406.894402833,913.063202462,89.6958601995,344.493621107,85.0474369771,400.969849169,88.4166521541,78.7120197418,789.1846707,87.0427566146,316.487563452,87.0518861198,313.463708709,62.0370143204,74.8421850217,395.320661241,93.6098318249,242.012031575,90.3369613663,85.9331092722,15.0822032132,585.09829535,324.813292474,40.4727475535,310.1022152,802.010350181,318.531041168,280.469999043,803.736625388,973.56400493,323.604228541
shizuoka__matsuzaki-kana__matsuzaki,34.755,138.783333333,127.334038589,376.2283617,135.020878091,789.229894528,141.992554823,581.347060849,136.693764883,328.043052992,300.780542505,130.484914667,43.149751414,288.957625247,43.2662641174,139.759039923,138.957568393,783.394835004,133.324902532,329.029117228,95.714015217,298.610064577,303.422353036,314.208651709,337.830120669,141.574047642,137.054504389,132.076904736,106.221075282,947.86654248,782.655468478,431.976243414,300.444733743,137.609859775,351.437806691,137.269003511,948.647887117,497.964413359,133.080498266,136.810367306,1022.82632178,106.986113025,308.780875301,299.837053328,782.793092267,1046.8709668,122.200119979,349.668094345,431.885090912,784.128934204,300.8666516,130.910172299,581.944343313,129.910453745,952.47947375,352.255251089,289.853265001,947.741354481,779.602490177,115.580386036,134.857695055,132.709524337,145.008970425,315.98265134,781.743694644,732.968694595,112.542066698,944.021137971,135.44317038,783.4800401,745.733878324,122.400198753,360.331460722,350.967593339,129.308804107,298.126596051,301.049210691,138.776826223,139.769474795,294.422290651,127.445530003,427.407875113,300.224158853,298.813854314,54.4761051746,121.100189017,799.098219152,302.216888054,129.517525782,129.209733532,292.363687322,936.353085618,134.109469122,352.639067811,1048.03876221,131.93920394,304.109112698,466.880234035,39.9429122649,295.873143708,444.489081589,948.704671958,126.887827537,323.354692755,122.5988726,438.449444959,125.886939449,116.482371984,764.797052456,124.203468339,349.394169537,124.823333177,346.038765133,43.2266408095,112.616754989,432.840858841,131.386331974,268.92387215,127.404275132,123.294608303,34.8756144939,563.156956733,304.67177672,54.7136071142,343.345335802,777.275468764,295.15764489,312.516121938,779.71209315,1009.82710459,357.764049765
shizuoka__mikagaoka__mikakebi,34.8016666667,137.556666667,213.724909262,263.835897762,222.673151991,678.868842137,229.761274655,469.511419791,219.067256111,215.644539935,188.787486128,217.042213182,79.0558594074,176.617924393,121.847698083,226.313522552,227.834537558,673.027613412,218.719122916,216.892045632,18.9022300043,186.493131792,192.164965366,201.90010432,225.770941113,224.670240646,223.033679611,216.003723007,193.483254613,973.301658954,672.279784501,485.646084628,188.380351472,224.403448006,370.78795986,221.49223156,974.037511063,386.080392786,220.173718507,224.19421835,1066.79010277,191.266747217,196.505074277,187.957256876,672.54111905,1077.75778227,204.40275218,237.588931801,485.365156128,673.766315814,188.743390994,219.15719227,470.0748536,217.124944357,977.737149722,371.145584443,177.453426297,973.909676833,670.306572448,191.81264191,221.081986363,222.147631262,230.596333578,205.395806761,671.388949969,621.971513463,189.852340188,969.703307994,220.188296772,673.145907525,634.732310373,200.829303838,248.021903744,370.407685448,209.351499308,186.161896195,188.770006691,223.432402759,221.968425976,182.041209935,216.484618084,481.340959111,188.490727081,315.539516869,58.4601470293,192.824378712,823.786531512,190.11131744,214.454716343,214.943433543,180.470752763,962.479442158,219.167616924,373.279625335,1079.0334928,218.492485713,192.160848455,517.520910333,88.0065564746,183.759280475,499.473773952,973.687587345,214.283400536,211.150744183,207.344688252,491.166059792,211.158055131,195.769943763,654.630637894,212.017948359,368.316122473,205.000357849,363.362985656,72.8303201956,192.761666307,486.481803303,210.33454427,266.893654958,215.555501617,209.748389803,141.546875907,451.379169317,192.285185844,107.687559267,364.474024497,667.415467054,184.042631062,329.259276209,669.251518199,1040.06033833,383.496727029
shizuoka__mikura-kana__mikura____1978-01-09,34.96,137.943333333,174.252140009,299.25156885,183.201084735,716.703282445,190.288508153,506.22118908,179.651604493,251.048307509,225.724645653,177.569489575,41.3021474908,212.692901029,82.9464218035,186.843280135,188.366984036,710.860789989,179.252414329,253.462031899,32.3835292825,223.206730162,229.932664511,238.022526163,262.474208448,185.249484061,183.565369059,176.551216652,154.038175074,945.737234784,710.108532389,450.716567559,225.191812202,184.931498636,342.758413417,182.043082835,946.485784635,422.79739073,180.701002181,184.721471075,1034.85201085,151.79456099,232.766558023,225.073052403,710.437004986,1048.92384792,164.958279101,274.222958811,450.4694863,711.601771526,225.435284903,179.690181541,506.736494954,177.652995524,950.224225413,343.237707519,212.905805391,946.156793945,708.630736758,152.487122422,181.611185948,182.691494648,191.13832641,243.580009178,709.229649018,659.422160467,150.47987669,942.07048451,180.729853765,710.997292053,672.174100923,161.469988171,284.012660689,342.351584457,169.972978887,223.155314665,225.047333582,183.979178084,182.564401683,217.820138155,177.029536144,446.348183654,225.797676682,287.594197473,27.2230448071,153.720688828,796.192719371,226.83525728,174.988492215,175.472328839,217.595539509,934.722925199,179.704459285,344.942538833,1050.17389039,179.019915119,229.158796537,483.269376477,49.723247208,220.48961705,464.351300271,946.240848793,174.81341218,247.577712658,167.874699254,456.431900437,171.687383169,156.365257196,692.577874151,172.552811218,340.374233569,165.603195008,335.789294656,37.2498486367,153.327817501,451.560501288,170.99691185,243.456536255,176.090479671,170.276256146,105.359911787,488.180760438,227.969599532,68.2149632479,335.933378173,705.506175942,221.949694706,301.476828385,707.033257897,1011.35141266,353.979417525
shizuoka__mikura-kana__mikura,34.895,137.94,177.832946101,298.803718452,186.736918886,715.160851896,193.858458266,505.266917909,183.592549904,250.578442375,224.592689232,181.160084964,42.5483057376,211.928997186,85.3221354169,190.495039009,191.829223851,709.318947506,182.950913254,252.512888755,26.6137835862,222.176224009,228.377375792,237.25748461,261.469060231,189.170212505,187.244267556,180.349474277,157.371998232,952.719686277,708.569366388,456.829312153,224.117938969,188.551272617,349.758766153,185.854689073,953.469042353,421.828574868,184.267903538,188.290011093,1041.41628169,155.355184719,231.939745226,223.85545188,708.856547757,1055.8106204,168.804450969,273.254371601,456.589542136,710.058561419,224.415953828,183.151285214,505.805072213,181.188698614,957.209892682,350.245797075,212.387234797,953.126715129,706.765020497,156.666371624,185.257043253,186.068001105,194.895686889,241.778415884,707.683160624,658.100252984,154.562392791,949.048552307,184.490984019,709.444316305,670.857678289,165.571033079,283.327124683,349.350289444,174.022333763,221.995351962,224.208623382,187.768579853,186.537644869,217.179522973,180.402632639,452.448121959,224.485871356,294.613436024,24.4385524793,158.219961457,803.17861968,225.802301322,178.694470113,179.116575205,216.369445323,941.692960159,183.433404886,351.921805968,1057.05854543,182.620887088,228.000001868,489.513012993,51.4542126628,219.449825846,470.419031119,953.230898995,178.313380879,246.688610461,171.542466077,462.584774287,175.341827138,160.358569471,690.964750959,176.000040481,347.380750811,169.608897619,342.819520999,36.9507033613,157.228311417,457.674842231,175.134343293,250.656597521,179.534641584,173.821847279,105.759349771,487.180490696,227.374376814,71.9409072015,342.900387318,703.800937352,220.311578585,308.502368749,705.522449923,1018.24929499,360.865992645
shizuoka__mishima-kana__mishima,35.1133333333,138.925,89.5701084838,389.525108495,97.9390372244,807.86982239,105.096989408,597.046545869,97.7444933078,341.417124232,316.776822642,92.858440537,50.6786701003,303.468583414,9.73370847204,102.326376136,102.486680186,802.027287648,95.3166082083,344.372742648,116.766887167,314.197184586,321.107595827,328.77285264,353.424724624,102.950043955,99.3445115727,93.524298772,68.2466928799,906.238569356,801.274584507,390.529594732,316.209664231,100.228813688,311.041162844,98.9292890792,907.021390052,513.657001162,95.7261995295,99.6530285846,981.197010847,67.8883113652,323.583353091,316.168703268,801.608749981,1005.08939042,82.8652248577,365.138149845,390.426616686,802.768489158,316.416682901,93.997591784,597.53790644,92.5369681274,910.856899669,311.903751697,303.400938435,906.087518872,799.765596073,74.6770796256,97.195802635,96.3741183197,107.30912882,334.721486727,800.396920495,750.515197215,71.7642678346,902.385157268,97.2463529554,802.165548598,763.2637374,82.0904127492,374.631029023,310.563925005,89.5442226785,314.22369176,315.882228579,100.618239485,100.831014761,308.457085577,90.8143011531,385.971430206,316.929952446,259.123680022,73.7900516704,79.6757282666,757.548894939,317.825270693,91.2578084976,91.235973217,308.697391973,894.703344249,95.9957376736,312.100573342,1006.25561039,94.3432334658,320.224161539,425.306152112,41.6650736873,311.487938193,403.147502239,907.093425934,89.5213577688,338.440389219,84.1042510539,396.954194603,87.6630444932,76.2247058401,783.752213079,86.952364866,309.055598856,84.9901031915,305.900864969,58.1035109092,72.4644000819,391.393586359,91.3964435657,232.884585951,90.3730299012,85.4589831729,25.2556483563,579.055232827,318.538482858,30.8968044458,302.806659453,796.678248015,313.121560433,272.697580351,798.193841884,968.058964894,316.733711973
shizuoka__mt-fuji__fujisan,35.36,138.726666667,91.0377694651,374.237574073,100.053238336,795.296336522,107.018421913,582.628810751,95.7468594145,326.564216419,304.160615589,94.3109074384,52.2028550546,289.859179348,25.623027408,103.398604745,105.391040783,789.457234955,95.7366656697,330.97774673,114.618001529,301.291342039,309.782114463,314.931072616,340.142862045,101.360184708,100.07469228,92.8538471445,71.8590270596,883.778321585,788.695012288,374.877825527,303.419630052,101.566460646,285.002549176,98.3094690569,884.55148838,499.516110899,97.4858235535,101.481165752,963.645947032,68.8235442119,309.975034763,303.821419251,789.18736563,984.059296736,81.2130673562,351.663186037,374.707978072,790.202953911,303.457885666,96.774911696,583.038422263,94.5384643497,888.36102429,285.772478126,289.066276408,883.799698562,788.455404072,68.4476300412,98.2006045344,100.015272826,107.473857882,324.111838019,787.846280661,737.16971581,66.480311334,879.977931173,97.0864481363,789.638061607,749.881995353,77.4524975017,360.19421254,284.540311339,85.9808648297,301.714158256,302.378361167,100.277458747,98.6236021962,294.430005298,94.4136156713,370.392311422,304.868896229,231.876887265,76.3466379,69.933603083,734.685315956,304.896404244,91.4737168006,92.0934937276,296.435527861,872.390810772,96.1253225379,286.362323354,985.253555783,95.7277167541,307.663588276,408.763070043,44.0352024417,298.633642081,388.010948494,884.528555233,91.8191151129,324.902457261,84.4792175232,380.998449534,88.3034361061,72.4369893218,771.473841681,89.7365652383,282.901583112,81.650018933,279.366341886,61.8972857427,69.5299006677,375.735418985,86.9628224197,202.054255464,93.2541550428,87.1839899478,57.9872234753,564.842655456,304.275361235,17.6992712865,277.080945417,784.743545789,302.108604328,245.643332216,785.508802898,946.827755846,292.245796242
shizuoka__omaezaki-kana__omaezaki,34.6033333333,138.211666667,175.916812414,325.097279043,184.271742868,735.194894747,191.421736173,528.519422489,183.858168397,277.134274508,248.603273067,179.206874405,44.6434216361,237.669868194,82.0531388135,188.675053967,188.754877402,729.364455143,181.643485785,277.028364444,45.2744654189,246.659062878,250.424397565,262.710839934,285.657721642,189.148165417,185.688452086,179.768760359,154.59536562,976.89307327,728.62929648,471.088534916,248.388851206,186.576687772,375.206114929,185.203535092,977.656255049,445.269513497,182.071940912,185.992162792,1059.60252093,154.097772803,257.186647396,247.495947307,728.710149513,1078.34200127,168.901667435,297.503768502,470.920951574,730.096173884,248.920735653,180.309871651,529.160849337,178.881851917,981.437632201,375.826289666,239.128105494,977.080214265,725.172585857,159.40800053,183.542440883,182.605390481,193.64874154,262.493710845,727.707958205,679.305127841,156.739025244,973.146873719,183.547620897,729.434198717,692.06848956,167.466259345,308.724738707,374.770788246,175.294653515,245.914005713,249.490007083,186.91906059,186.935669966,243.367911696,177.082861322,466.59950887,247.696838428,320.654281549,25.0279949509,163.083854808,827.521985974,250.231723484,177.561322934,177.570565718,240.066655767,965.655660503,182.310199956,377.001142806,1079.5563791,180.691761125,251.851823586,504.963420751,52.1917860991,243.92540258,484.192742611,977.539426311,175.86414425,271.51954442,170.386832912,477.216168206,173.977975532,161.7224793,710.68209988,173.286021976,372.945373781,170.732312084,368.828106141,34.9690937991,158.098444337,471.946450381,176.96273328,281.458457527,176.692258061,171.805392296,88.9316114918,510.269984263,253.637111379,78.607620501,367.815368861,723.034061735,242.076506307,334.582361978,725.727725182,1040.97555551,384.454552267
shizuoka__oyama-kana__ooyama____1991-03-14,35.0516666667,138.281666667,142.123506774,330.55706053,151.034181002,748.906061526,158.151270994,537.983208644,147.916993784,282.419493673,257.73431824,145.44982337,13.3200025239,244.404060167,50.5528480523,154.780964691,156.141821092,743.063492756,147.236419613,285.306334788,61.6588932459,255.139640455,262.208951303,269.711093128,294.360711304,153.487678387,151.529597873,144.642953607,121.718702035,927.250131658,742.309603619,425.160762125,257.157521558,152.838865493,325.210950048,150.14956073,928.010369536,454.590898879,148.560505869,152.582663285,1011.96042855,119.646379602,264.517218099,257.145191899,742.663333693,1029.12512231,133.107599033,306.071700678,424.953692993,743.805288667,257.357564699,147.463232493,538.476737609,145.485535729,931.783312981,325.814906192,244.372246771,927.486406908,741.003468975,121.115882595,149.543087252,150.404454046,159.183786128,275.964487375,741.435320578,691.477101962,118.956394649,923.520088796,148.779921188,743.206885948,704.223961616,129.968523448,315.588180726,324.778862864,138.390553481,255.187369305,256.815411617,152.060299361,150.871830684,249.406652908,144.739439528,420.726956308,257.933114916,270.572560581,25.9976185514,122.948529984,777.825472058,258.767479555,142.980241361,143.402544324,249.678186554,916.058557398,147.720045179,327.056958342,1030.34925096,146.909727077,261.186187009,458.432079155,18.8191334368,252.431949709,438.544252332,927.867376984,142.616315773,279.373271015,135.827804697,431.092252083,139.627406209,124.708410342,724.82429761,140.314563154,322.934719243,133.960172062,318.767436235,17.8796700056,121.547369039,426.012639943,139.546717444,231.714408371,143.85038168,138.116572176,75.5015698705,519.988808235,259.499038386,36.2668219893,317.890939294,737.802823902,254.269924441,284.502748534,739.216541218,991.699662502,334.784592266
shizuoka__sakuma-kana__sakuma,35.0566666667,137.761666667,185.130200136,283.253726502,194.144906692,702.423936956,201.10836338,490.925722101,189.534374444,235.161222419,211.086770123,188.403235142,58.504580424,197.407293604,97.4031025724,197.467560623,199.471568935,696.581949782,189.794682263,238.413600477,37.2249377273,208.383014304,216.124031393,222.674007438,247.510875815,195.156705811,194.135589325,186.842811529,165.66374545,940.548191757,695.824683039,451.780658772,210.444602955,195.649400743,337.751237936,192.267089936,941.288104279,407.577378301,191.578480099,195.573272592,1033.01469226,162.87321703,217.541488179,210.602508816,696.233932275,1044.63873284,175.193518525,259.170239443,451.496029506,697.325390307,210.584362599,190.84254203,491.400394658,188.627311533,945.000318373,338.143428748,197.186916806,941.097612404,695.003336367,161.881424068,192.278783696,194.039382678,201.460308386,230.248493549,694.960349481,644.737360456,160.168193204,936.928089539,191.097157172,696.740169173,657.475058809,171.019966076,268.43849191,337.36330118,179.611272286,208.578623568,209.863303314,194.252509518,192.34024604,202.300618323,188.416001682,447.483285063,211.509897894,282.486143145,46.970387475,162.141850139,791.007279221,212.006164966,185.535638189,186.178779936,203.163948434,929.665195436,190.163446844,340.159779443,1045.90750924,189.818675644,214.56296003,483.602381226,66.0154836633,205.691151296,465.630563263,940.971335051,185.894738393,232.431877812,178.565928601,457.280406405,182.389736525,166.257591933,678.444525345,183.780074391,335.302546647,175.394010889,330.452494471,55.9995107852,163.499690844,452.615381435,180.376174234,235.314225786,187.30522768,181.268291474,122.595516566,472.976455156,212.345241168,80.1820329825,331.294896628,691.552601117,208.337875947,296.263074051,692.695088929,1006.97321783,350.088219846
shizuoka__shimada-kana__shimada____1978-12-18,34.84,138.143333333,164.96242363,317.414409569,173.714509643,732.533873581,180.885470244,523.349137323,171.596840255,269.195795595,242.623420808,168.296128611,27.531613792,230.325911746,70.7364833791,177.734817751,178.610220896,726.693531505,170.341841337,270.701726706,39.2738903257,240.311899276,245.935535872,255.631306229,279.595816748,177.093562727,174.565761802,168.003661094,144.037117474,953.289907892,725.947434253,451.76528541,242.208294176,175.722185258,350.900753271,173.514408125,954.047694763,439.916676162,171.331523688,175.338562585,1038.60498719,142.57169027,250.261418128,241.797585037,726.182158499,1055.42339891,156.647041865,291.409152995,451.561789571,727.431313796,242.560441921,169.969169453,523.910574803,168.192726934,957.813484833,351.472683299,230.992363348,953.564911479,723.710785316,145.485433576,172.507114378,172.675807527,182.376304951,259.016112692,725.052106984,675.75041798,143.130617017,949.573093713,172.03021403,726.804802232,688.512427171,154.110187991,301.74232664,350.47490532,162.367724765,239.999919884,242.526072921,175.362736544,174.611399049,235.679223155,167.029203973,447.325910647,242.325929247,296.077820103,4.87680785416,147.953522951,803.826833903,243.931912965,166.125969977,166.393627959,234.311064354,942.135030014,170.897497985,352.833690188,1056.65199263,169.774728605,245.999439803,485.082151899,36.7615060396,237.579096113,465.122210001,953.882680398,165.246890912,264.939847859,158.918890847,457.714112654,162.664085537,148.642789099,708.251103062,162.821077958,348.594975391,157.864476056,344.313223848,19.4985823045,145.289474855,452.617789784,163.71227479,255.367076416,166.330491166,160.887962853,87.7457078967,505.219041804,245.904198135,61.0023764121,343.700714446,720.964920255,237.780884802,310.007970105,722.936565717,1017.97072149,360.8662468
shizuoka__shimizu-kana__shimizu,35.0533333333,138.521666667,123.091356829,352.430533763,131.864643247,770.491196164,139.031473472,559.778792786,129.743384783,304.283211659,279.427933093,126.42547689,14.3715076044,266.201257349,29.387275794,135.857956285,136.796632629,764.64866905,128.45631499,307.067533511,80.4581177684,276.866209217,283.728319961,291.516169026,316.107712708,135.228135753,132.683348,126.120839389,102.226632692,921.35811665,763.896061162,413.674983811,278.870724509,133.850447104,321.105118044,131.630907303,922.127240689,476.375370116,129.469541976,133.479819553,1002.36977789,100.688332468,286.305566539,278.807492521,764.229223764,1022.12200838,114.782552352,327.832684597,413.507034506,765.389824316,279.088500522,128.144017095,560.278425903,126.336987969,925.925511642,321.807186868,266.219724833,921.447640339,762.408243428,103.870707911,130.628405583,130.898460831,140.489817582,297.359435451,763.018140543,713.158349215,101.436917102,917.579700615,130.143671791,764.786574012,725.908038175,112.38541868,337.42119261,320.654656592,120.58198103,276.87009224,278.598181607,133.47692975,132.765604415,271.232935706,125.243725524,409.186754916,279.558905419,267.220477292,38.907001025,106.750215997,772.134580818,280.4946048,124.239403426,124.512074848,271.334326204,910.031402982,129.010793547,322.666687058,1023.32445737,127.902869215,282.871589061,447.568334386,5.33146700743,274.154512955,426.7886979,922.065674115,123.399850375,301.14964902,117.032728552,419.802981694,120.779857124,106.861310313,746.372650421,120.991559293,318.927820761,116.06464751,315.119186572,23.5763385427,103.465985156,414.532838518,121.982407829,232.787913281,124.507609601,119.021902367,54.0934287277,541.770228795,281.337089847,21.2732566001,313.417936257,759.302141907,275.745422366,281.09321308,760.816605882,984.834086544,329.275465154
shizuoka__shiraito-kana__shiright,35.3116666667,138.578333333,105.547851675,360.158722331,114.562397808,780.99260033,121.530733348,568.487489256,110.200684033,312.41589026,289.795755975,108.822404008,40.7897136241,275.568795047,29.1746315184,117.90989812,119.893955346,775.1528972,110.246360213,316.683200849,100.765819337,286.946977874,295.341246659,300.671837702,325.841300753,115.817470266,114.584891368,107.350869115,86.2604771788,892.323253147,774.391416774,386.391758816,289.067223167,116.078973442,291.997829665,112.800687893,893.091434816,485.332366743,111.996626858,115.992813216,974.244246747,83.3120846429,295.692341162,289.437904257,774.870969011,993.254742323,95.7070739677,337.381915526,386.201431554,775.898285472,289.118341635,111.27220158,568.906498999,109.045549705,896.887088328,292.704541584,274.845277794,892.4294557,774.060848235,82.7962422541,112.712802478,114.496800085,121.971557627,309.642740352,773.540260049,722.931017901,80.8963516216,888.550070035,111.588027346,775.330246247,735.647655596,91.8446418131,346.010966539,291.546602788,100.393944287,287.341021369,288.083550297,114.772377236,113.062229443,280.180504759,108.887222862,381.93378328,290.467365656,238.183071687,64.0074266127,83.9428672664,743.075319139,290.555025353,105.983891717,106.606062324,282.044188035,881.01153043,110.631814147,293.549405517,994.461330913,110.239849707,293.295864363,419.956755748,33.8211731273,284.284454288,399.666905293,893.021307552,106.319612566,310.618617006,98.9917905159,392.41067047,102.816010463,86.8909581278,757.145270661,104.224283206,289.825567662,96.0887811907,286.040775393,50.5175383628,84.0197223475,387.246397816,101.323086348,204.969538589,107.74489916,101.688482436,63.084971925,550.676188769,290.053633425,9.83798213472,284.299273276,770.390150962,287.651734925,252.044794848,771.21382106,955.940419071,300.175969891
