id,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
kagoshima__kotoniya-kana__konya,0.988394584139,0.988394584139,0.988394584139,0.998065764023,0.998065764023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__liver-attachment-maeda-kana__kimotsuki-maeda,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__makinohara-kana__makinohara,0.996131528046,0.996131528046,0.996131528046,0.996131528046,0.998065764023,0.0,0.0,0.0,0.996131528046,0.0,0.0,0.0,0.0,0.0
kagoshima__makurazaki-kana__macracazi,1.0,1.0,1.0,0.661508704062,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
kagoshima__medium-seed-kana__nakatane,0.988394584139,0.988394584139,0.988394584139,0.992263056093,0.0,0.0,0.0,0.0,0.988394584139,0.0,0.0,0.0,0.0,0.0
kagoshima__mizotabe-kana__mizobe,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__mr-fuke-shimakake-kana__hoyoshidake____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__nagase-kana__naze,1.0,1.0,1.0,0.787234042553,1.0,1.0,0.0,0.0116054158607,1.0,1.0,1.0,1.0,1.0,1.0
kagoshima__naka-kana__nakakoshiki,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__nakanoshima-kana__nakanoshima,1.0,0.998065764023,0.998065764023,1.0,0.998065764023,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kagoshima__okinoerabu-kana__okinoelab,1.0,0.996131528046,0.996131528046,0.806576402321,1.0,0.0,0.0,0.0,0.998065764023,0.980657640232,1.0,0.980657640232,0.998065764023,0.0
kagoshima__okuchi-kana__ookuchi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__ononaga-kana__onoyida,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kagoshima__osumi-kana__oosmi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__sata-kana__sata,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__satsuma-kashiwabara-kana__satsuma-kashiwabar,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kagoshima__shibushi-kana__shibushi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__shiomiyama-mountain-kana__sibisan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__suwanosejima-kana__swanosella,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__takanoga-kana__takato-horse____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__takarajima-kana__kodakarajima,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__takarajima-kana__takarajima,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__tanegashima-kana__thaneegasma,1.0,1.0,1.0,0.586073500967,0.992263056093,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
kagoshima__tashiro-kana__tasillo,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kagoshima__terukita-kana__kihoku,1.0,1.0,1.0,0.998065764023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__uchinosaura-kana__uchinoura,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__uonogoshi-kana__NONE____1976-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__upper-middle-kana__kamininaka,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kagoshima__yaeyama-kana__yaeyama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__yagakidake-kana__yado-meidare____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kagoshima__yakushima-kana__yakushima,0.998065764023,0.996131528046,0.996131528046,0.822050290135,1.0,0.0,0.0,0.0,0.998065764023,0.990328820116,0.998065764023,0.990328820116,0.998065764023,0.0
kagoshima__yoron-island-kana__yoronjima,1.0,0.998065764023,0.998065764023,1.0,0.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kagoshima__yoshike-beppu-kana__yoshigabep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__ebina-kana__ebina,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.996131528046,0.0,0.0,0.0,0.0,0.0
kanagawa__enoshima-kana__enosima____1992-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__hakone-kana__hakone,0.0,0.0,0.0,0.996131528046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__hiratsuka-kana__hiratsuka,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__hiyoshi-kana__hiyoshi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__miura-kana__miura,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kanagawa__odawara-kana__odawara,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kanagawa__sagamihara-central-kana__sagamiharasuki,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__sagamiko-lake-kana__sagamiko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__tanzawa-lake-kana__tanzawaco,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanagawa__tsujido-kana__tsujidou,1.0,1.0,1.0,1.0,0.990328820116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kanagawa__yokohama-kana__yokohama,1.0,1.0,1.0,0.553191489362,1.0,0.0,0.00386847195358,0.00193423597679,1.0,1.0,1.0,1.0,1.0,1.0
kochi__aki-kana__aki,1.0,0.998065764023,0.998065764023,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kochi__dogokomori-katakana__doggaori____2005-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__egawa-kazaki__ekawasaki,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kochi__funa-kana__hunato,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__honkawa-kana__hongawa,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.969052224371,0.0,0.0,0.0,0.0,0.0
kochi__ikegawa-kana__ikegawa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__kochi-kana__couch,1.0,1.0,1.0,0.568665377176,1.0,1.0,0.00193423597679,0.0,1.0,1.0,1.0,1.0,1.0,1.0
kochi__konishi-kana__gaysay____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__kubokawa-kana__kubokawa,0.992263056093,0.992263056093,0.992263056093,1.0,0.998065764023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kochi__large-sized-tobacco__wild,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.996131528046,0.0,0.0,0.0,0.0,0.0
kochi__makino-yonease__yanase,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__misaki-kana__misaki,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__motoyama-kana__motoyama,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kochi__muroto-cape-kana__murotomisaki,1.0,1.0,1.0,0.528046421663,1.0,0.0,0.0,0.0,1.0,0.976789168279,1.0,0.976789168279,1.0,0.0
kochi__nakamura-kana__nakamura,0.996131528046,0.996131528046,0.996131528046,0.996131528046,0.998065764023,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
kochi__nankokushi-kana__nankoku-nishihow,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kochi__naruyama-kana__naruyama____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__postponement-kana__sorghum,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kochi__saga-kana__saga,0.998065764023,0.998065764023,0.998065764023,1.0,0.998065764023,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kochi__sakawa-kana__sakawa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__sakihama-kana__sakihama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__shido-katakana__shigetou,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__shimizu-kana__shimizu,1.0,1.0,1.0,0.537717601547,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
kochi__sukumo-katakana__sukumo,1.0,1.0,1.0,0.617021276596,1.0,0.0,0.0,0.0,1.0,0.996131528046,1.0,0.996131528046,1.0,0.0
kochi__susaki-kana__sasaki,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kochi__taisho-kana__taiso,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__tano-kana__tano,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__torigatayama-kana__trigatayama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__tropical-cana__nangok____1978-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kochi__yuhara-kana__yusuhara,0.998065764023,0.998065764023,0.998065764023,1.0,0.998065764023,0.0,0.0,0.0,0.990328820116,0.0,0.0,0.0,0.0,0.0
kumamoto__aso-otomeki-kana__asoo-taime,0.990328820116,0.990328820116,0.990328820116,0.996131528046,0.990328820116,0.0,0.0,0.0,0.990328820116,0.0,0.0,0.0,0.0,0.0
kumamoto__between-taniyama-kana__manotaniyama____2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__chasu-cho-pass-kana__chow-stowe____2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__daikin-peak-kana__daikinpow____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__five-storey-kana__NONE____1981-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__hitoyoshi-kana__humidoshi,1.0,1.0,1.0,0.646034816248,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
kumamoto__honna-katakana__hondo,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__itsuki-kana__itsuki,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__kabuki-kana__kahoku,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kumamoto__kasa-kana__kosa,0.992263056093,0.992263056093,0.992263056093,0.99419729207,0.992263056093,0.0,0.0,0.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
kumamoto__katsuchi-kana__ishiuchi,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__kikuchi-kana__kikuchi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__kumamoto-kana__kumamoto,1.0,1.0,1.0,0.589941972921,1.0,0.996131528046,0.00386847195358,0.00193423597679,1.0,0.996131528046,1.0,0.996131528046,1.0,1.0
kumamoto__kuraki-murakami__NONE____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__masuki-kana__masiki,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__matsushima-kana__matsushima,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__minamata-kana__minamata,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__minami-aso-kana__minamiaco,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kumamoto__minami-koganei-kana__minamiooguni,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
kumamoto__mt-aso-mountain__asosan____2017-12-11,0.78916827853,0.78916827853,0.78916827853,0.36750483559,0.78916827853,0.0,0.0,0.0,0.787234042553,0.767891682785,0.78916827853,0.767891682785,0.0,0.0
kumamoto__mt-hakurei-katakana__shiragadake____2005-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__naniyama-kana__ichiriyama____2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__NONE__taimei,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__tabura-kana__tanoura,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__takagi-kana__talagi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__takamori-kana__takamori,0.99419729207,0.99419729207,0.99419729207,0.99419729207,0.996131528046,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
kumamoto__takarayama-kana__tawarayama____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__triangle-kana__misumi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__upper-kana__wes,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__ushito-katakana__ushubuka,1.0,1.0,1.0,0.63829787234,0.998065764023,0.0,0.0,0.0,1.0,0.986460348162,1.0,0.986460348162,1.0,0.0
kumamoto__uto-kana__uto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__watanabe-kana__ikusayama____1977-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__yakatayama-northern-latitude__NONE____1990-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__yamae-kana__yamae,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__yamato-kana__yamato,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kumamoto__yatsushiro-kana__yatsushiro,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kumamoto__yu-yamakitani-kana__yunomayeyotkotani,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__asahara-yama-kana__asaharayama____1981-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__ayabe-kana__ayabe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__buddha-saka-kana__huska____1981-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__fukuchiyama-kana__fukuchiyama,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.984526112186,0.0,0.0,0.0,0.0,0.0
kyoto__hanagatogawa-tuna-kana__hanasete-gohse____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__honjo-kana__honjo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__interlude-katakana__tizza,0.984526112186,0.984526112186,0.984526112186,0.984526112186,0.984526112186,0.0,0.0,0.0,0.984526112186,0.0,0.0,0.0,0.0,0.0
kyoto__keihoku-kana__keihok,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__kyotanabe-kana__kyotanabe,0.998065764023,0.998065764023,0.998065764023,1.0,0.998065764023,0.0,0.0,0.0,0.982591876209,0.0,0.0,0.0,0.0,0.0
kyoto__kyoto-kana__kyotoun,1.0,1.0,1.0,0.647969052224,1.0,0.0,0.0212765957447,0.0135396518375,1.0,1.0,1.0,1.0,1.0,1.0
kyoto__maizuru-kana__my-cran,1.0,1.0,1.0,0.74081237911,1.0,0.0,0.073500967118,0.0425531914894,0.998065764023,0.99419729207,1.0,0.99419729207,1.0,0.0
kyoto__mikake-kana__mitake____2013-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__mineyama-kana__minnayama,0.0,0.0,0.0,1.0,0.0,0.0,0.998065764023,0.998065764023,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__miyama-kana__miyama,1.0,1.0,1.0,1.0,1.0,0.0,0.998065764023,0.996131528046,0.953578336557,0.0,0.0,0.0,0.0,0.0
kyoto__miyazu-kana__miyazu,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.988394584139,0.0,0.0,0.0,0.0,0.0
kyoto__mutsuki-kana__mtsuyori,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__myokoyama-kana__mowako-sun____1981-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__nagaokakyo-kana__nagaoka-kyow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__sakaura-kana__sakaura,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__sanwa-kana__miwa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__sesame-canna__sesame____1981-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__sonobe-kana__sonobe,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
kyoto__sugi-kana__shuchi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__tomoi-kana__chi____1978-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyoto__washine-mountain-kana__jubusan____2009-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__akina-kana__ago,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__fujisaka-toge-kana__fujisaka-gohse,0.0,0.0,0.0,0.984526112186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__hakusan-kana__hakusan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__hokuto-kana__hokusai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__isobe-kana__isobe____1977-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__kameyama-kana__kameyama,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__kaoriyama-mountain-kana__casatriyama,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__kina-longa-kana__keinagashima,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__kumano-kana__kumano____2001-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__kumano-shika-kana__kumano-atasika,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__kunimiyama-kana__kunimiyama____1981-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__kuwana-kana__kwana,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__matsusaka-kana__matsuzaka____1979-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__mihama-kana__mihama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__minami-ise-kana__minamisae,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__miyagawa-kana__miyagawa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__mizumo-peak-kana__killararnine____2009-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__nabari-kana__navari,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__odai-kana__odai____1978-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__omata-kana__obata,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__owase-kana__owsese,1.0,1.0,1.0,0.52417794971,0.998065764023,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
mie__porcelain-cana__kayumi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__toba-kana__toba,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mie__tsuna__NONE,1.0,1.0,1.0,0.613152804642,0.998065764023,0.0,0.0116054158607,0.00580270793037,0.998065764023,1.0,1.0,1.0,1.0,1.0
mie__ueno-kana__weno,1.0,1.0,1.0,0.640232108317,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
mie__yawata-pass-kana__hachimantouge____1984-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mie__yokkaichi-kana__yotsukaichi,1.0,1.0,1.0,0.63829787234,1.0,0.0,0.0,0.0,0.996131528046,1.0,1.0,1.0,1.0,0.0
miyagi__brush-f-kana__hippo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miyagi__enoshima-kana__enoshima,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
miyagi__furukawa-kana__furukawa,1.0,1.0,1.0,1.0,1.0,0.0,0.998065764023,0.998065764023,0.99419729207,0.0,0.0,0.0,0.0,0.0
miyagi__hanayama-kana__hanayama____2001-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miyagi__higashimatsushima-kana__higashi-matsushima,0.998065764023,0.998065764023,0.998065764023,0.996131528046,0.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
miyagi__ishinomaki-kana__isinomaki,1.0,1.0,1.0,0.655705996132,1.0,0.0,0.0676982591876,0.0483558994197,1.0,1.0,1.0,1.0,1.0,0.0
miyagi__iwanuma-kana__iwanuma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miyagi__izumigake-mountain-kana__izumigadake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miyagi__kami-kana__kami,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
